Name	Team	GK	DF	MF	FW	Cost	GW1	GW2	GW3	GW4	GW5	Next_Opponent	News	Selected
Özil	Arsenal	0	0	1	0	8.5	1.875	2.2479886706682004	3.453563711376492	3.301082994115059	2.8260086637350894
King	Bournemouth	0	0	0	1	6.5	2.9	2.005238731768415	2.391538359198216	1.521050384719936	2.298075426162846
Kanté	Chelsea	0	0	1	0	5.0	1.8749999999999996	1.6016780599848306	1.608321674660953	1.9641203499841753	2.2396745474341113
Jorginho	Chelsea	0	0	1	0	5.0	1.8749999999999996	1.6016780599848306	1.608321674660953	1.9641203499841753	2.2396745474341113
Pogba	Man Utd	0	0	1	0	8.0	1.875	2.603340073050164	2.2177487825332847	2.4771422222997845	2.733347425581279
Fred	Man Utd	0	0	1	0	6.0	1.875	1.853340073050164	1.4427487825332848	1.6271422222997844	1.783347425581279
Groß	Brighton	0	0	1	0	7.0	1.7999999999999998	1.5064221391183599	1.2867745602038991	2.1939507169630152	1.799542050576219
Daniels	Bournemouth	0	1	0	0	4.5	2.5250000000000004	1.664610083956205	2.04455375609443	1.3675243385535438	1.843306375023305
Tomkins	Crystal Palace	0	1	0	0	4.5	2.45	2.02536393977152	2.238833130916686	2.5984334599161194	2.2529022903638927
Vardy	Leicester	0	0	0	1	9.0	1.6500000000000001	4.354949543393404	3.724785932042297	3.3780777717544686	3.7002328283298906
Fernandinho	Man City	0	0	1	0	5.5	2.2750000000000004	3.6201626446107706	2.9555152647105385	3.1297224436251123	3.6726756445826334
Lingard	Man Utd	0	0	1	0	7.0	1.65	1.7059392642841442	1.2946189286292906	1.4318851556238106	1.5693457345115251
Bellerín	Arsenal	0	1	0	0	5.5	1.5750000000000004	1.8883104833612883	2.9009935175562536	2.7729097150566497	2.373847277537475
Ryan	Brighton	1	0	0	0	4.5	2.6750000000000003	2.418119371728565	2.0509277401784116	3.2947068773426382	2.5745992942541918
Schmeichel	Leicester	1	0	0	0	5.0	2.2750000000000004	3.684270018693703	3.017977480585829	2.7870287821292647	2.8218131543148948
Mkhitaryan	Arsenal	0	0	1	0	7.0	1.5	1.7334713897078322	2.624708420646134	2.5088230755274448	2.147766584438668
Simpson	Bournemouth	0	1	0	0	4.0	1.275	0.9385623376025221	1.1162460842547863	0.7283142616095564	1.0186912897907354
Kelly	Crystal Palace	0	1	0	0	4.0	1.3250000000000002	1.0627812261870837	1.2470528738901667	1.4862894917533649	1.3738335880084624
Wan-Bissaka	Crystal Palace	0	1	0	0	4.0	1.3	1.0627812261870837	1.2470528738901667	1.4862894917533649	1.3738335880084624
Sessegnon	Fulham	0	0	1	0	6.5	1.275	0.7660649994851116	1.2278873053303134	1.1731649127520896	0.5936897505943535
Jota	Wolves	0	0	1	0	6.5	1.275	0.9760313867743406	0.69386695426883	1.0720458484224995	1.2037772103849393
Maguire	Leicester	0	1	0	0	5.5	1.2000000000000002	3.0308723951952024	2.408935223303489	2.2817838340032495	2.25471478423992
Bertrand	Southampton	0	1	0	0	5.0	1.85	1.6411449847772528	1.759919789623833	1.4952107698074202	2.1668184975968536
Patrício	Wolves	1	0	0	0	4.5	1.2	0.9186177757876149	0.6530512510765458	1.0089843279270585	1.132966786244649
Boruc	Bournemouth	1	0	0	0	4.0	1.125	0.828143239061049	0.9849230155189292	0.6426302308319616	0.8988452556977078
Speroni	Crystal Palace	1	0	0	0	4.0	1.175	0.937748140753309	1.1003407710795587	1.3114319044882632	1.2122061070662902
Schürrle	Fulham	0	0	1	0	6.0	1.125	0.6759397054280397	1.0834299752914527	1.0351455112518437	0.5238438975832531
Mitrovic	Fulham	0	0	0	1	6.5	1.15	0.7009397054280397	1.1084299752914526	1.0601455112518436	0.5488438975832531
Arnautovic	West Ham	0	0	0	1	7.0	1.75	2.7739493053971875	1.9266358231754683	2.8906079029505447	2.2430390507571607
Suttner	Brighton	0	1	0	0	4.0	0.9249999999999999	0.7532110695591799	0.6433872801019496	1.0969753584815076	0.8997710252881095
Stephens	Brighton	0	0	1	0	4.5	1.375	1.12821106955918	0.9183872801019496	1.8969753584815077	1.3497710252881094
Lascelles	Newcastle	0	1	0	0	5.0	1.65	2.075649157637084	1.6638391734668339	1.1363136296360898	1.70967108168384
Fabianski	West Ham	1	0	0	0	4.5	1.875	2.481803258413005	1.860999542686935	2.778591302496615	2.190263812179136
Neves	Wolves	0	0	1	0	5.0	0.75	0.5741361098672593	0.40815703192284114	0.6306152049544116	0.7081042414029056
Cédric	Southampton	0	1	0	0	4.5	0.675	0.5997065539372047	0.6524548816634061	0.5879310580166738	0.76883540489823
Zanka	Huddersfield	0	1	0	0	4.5	1.2	0.8331118250717735	1.770941862173737	1.166164124908461	1.2866967474564441
Bednarek	Southampton	0	1	0	0	4.0	0.55	0.4664384308400481	0.507464907960427	0.45727971179074633	0.5979830926986234
Bennett	Wolves	0	1	0	0	4.0	0.5249999999999999	0.40189527690708143	0.2857099223459888	0.441430643468088	0.49567296898203383
Kamara	Fulham	0	0	0	1	4.5	0.44999999999999996	0.2703758821712159	0.4333719901165811	0.4140582045007375	0.20953755903330118
Wilshere	West Ham	0	0	1	0	5.0	0.4	0.6053651174604568	0.41409070122133407	0.5925415011348248	0.5069380964450618
Quaner	Huddersfield	0	0	0	1	4.5	0.1	0.044015975010253366	0.1101345517391053	0.08088058927263728	0.09452810677949203
Malone	Huddersfield	0	1	0	0	4.0	0.0	0.0	0.0	0.0	0.0
Lovren	Liverpool	0	1	0	0	5.0	0.0	0.5	0.875	0.525	0.625
